Time(s),Force_mag (N),Angle,
7.67001,1.22003,1.35084,
7.67834,1.22003,1.35084,
7.68668,1.22003,1.35084,
7.69502,1.22003,1.35084,
7.70334,1.22003,1.35084,
7.71168,1.22003,1.35084,
7.72002,1.22003,1.35084,
7.72834,1.22003,1.35084,
7.73669,1.22003,1.35084,
7.74498,1.22003,1.35084,
7.75336,1.22003,1.35084,
7.7617,1.22003,1.35084,
7.77002,1.22003,1.35084,
7.77836,1.22003,1.35084,
7.78669,1.22003,1.35084,
7.79502,1.22003,1.35084,
7.80336,1.22003,1.35084,
7.8117,1.22003,1.35084,
7.82003,1.22003,1.35084,
7.82833,1.22003,1.35084,
7.83671,1.22003,1.35084,
7.84499,1.22003,1.35084,
7.85336,1.22003,1.35084,
7.86167,1.22003,1.35084,
7.87004,1.22003,1.35084,
7.87833,1.22003,1.35084,
7.88671,1.22003,1.35084,
7.89498,1.22003,1.35084,
7.90333,1.22003,1.35084,
7.91168,1.22003,1.35084,
7.92005,1.22003,1.35084,
7.92833,1.22003,1.35084,
7.93671,1.22003,1.35084,
7.94501,1.22003,1.35084,
7.95338,1.22003,1.35084,
7.96167,1.22003,1.35084,
7.96999,1.22003,1.35084,
